NamedEntity-Location: Deutschland |frequenzy: 11308
NamedEntity-Location: Herr Söder |frequenzy: 6
NamedEntity-Location: Co |frequenzy: 6
NamedEntity-Location: Doppelstandards |frequenzy: 6
NamedEntity-Location: Rentenerhöhungen |frequenzy: 6
NamedEntity-Location: Kreta |frequenzy: 6
NamedEntity-Location: Déjà-vu-Erlebnis |frequenzy: 6
NamedEntity-Location: Whatever |frequenzy: 6
NamedEntity-Location: prima |frequenzy: 6
NamedEntity-Location: Energiemarkt |frequenzy: 6
NamedEntity-Location: Bund-Länder-Finanzbeziehungen |frequenzy: 6
NamedEntity-Location: Herr Beutin |frequenzy: 6
NamedEntity-Location: Elterngelds |frequenzy: 6
NamedEntity-Location: Aufbruch |frequenzy: 6
NamedEntity-Location: bedanke |frequenzy: 6
NamedEntity-Location: Neu-Delhi |frequenzy: 6
NamedEntity-Location: Marrakesch |frequenzy: 6
NamedEntity-Location: Fest |frequenzy: 6
NamedEntity-Location: Planeten |frequenzy: 6
NamedEntity-Location: Meisterpflicht |frequenzy: 6
NamedEntity-Location: Artensterbens |frequenzy: 6
NamedEntity-Location: Uhl |frequenzy: 6
NamedEntity-Location: Möglichen |frequenzy: 6
NamedEntity-Location: FranziskaGminderAfDFranziska |frequenzy: 6
NamedEntity-Location: derlei |frequenzy: 6
NamedEntity-Location: Spektrums |frequenzy: 6
NamedEntity-Location: Gambia |frequenzy: 6
NamedEntity-Location: Haushaltsansatz |frequenzy: 6
NamedEntity-Location: Versicherungen |frequenzy: 6
NamedEntity-Location: Ministern |frequenzy: 6
NamedEntity-Location: Nuklearabkommens |frequenzy: 6
NamedEntity-Location: Rekordhöhe |frequenzy: 6
NamedEntity-Location: Marshallinseln |frequenzy: 6
NamedEntity-Location: Lügen |frequenzy: 6
NamedEntity-Location: Draht |frequenzy: 6
NamedEntity-Location: Pauschalen |frequenzy: 6
NamedEntity-Location: Provisorium |frequenzy: 6
NamedEntity-Location: Ravensburg |frequenzy: 6
NamedEntity-Location: Kasseler |frequenzy: 6
NamedEntity-Location: Impfens |frequenzy: 6
NamedEntity-Location: Ernst |frequenzy: 6
NamedEntity-Location: Ringens |frequenzy: 6
NamedEntity-Location: russische Regierung |frequenzy: 6
NamedEntity-Location: Vorredners |frequenzy: 6
NamedEntity-Location: Anwohnern |frequenzy: 6
NamedEntity-Location: Liegestuhl |frequenzy: 6
NamedEntity-Location: Gewinnverlagerungen |frequenzy: 6
NamedEntity-Location: Dissens |frequenzy: 6
NamedEntity-Location: Baku |frequenzy: 6
NamedEntity-Location: Zielländern |frequenzy: 6
NamedEntity-Location: Veith |frequenzy: 6
NamedEntity-Location: Pakt |frequenzy: 6
NamedEntity-Location: Münchner Sicherheitskonferenz |frequenzy: 6
NamedEntity-Location: Menschsein |frequenzy: 6
NamedEntity-Location: Landgericht Bonn |frequenzy: 6
NamedEntity-Location: Bagger |frequenzy: 6
NamedEntity-Location: Bundesministeriums der Finanzen |frequenzy: 6
NamedEntity-Location: Dreck |frequenzy: 6
NamedEntity-Location: Grundsicherungsniveau |frequenzy: 6
NamedEntity-Location: Neuntens |frequenzy: 6
NamedEntity-Location: Luftschadstoffen |frequenzy: 6
NamedEntity-Location: Wohnens |frequenzy: 6
NamedEntity-Location: Sozialgarantie |frequenzy: 6
NamedEntity-Location: Einstein |frequenzy: 6
NamedEntity-Location: Futurium |frequenzy: 6
NamedEntity-Location: Landes Brandenburg |frequenzy: 6
NamedEntity-Location: Riad |frequenzy: 6
NamedEntity-Location: Lachnummer |frequenzy: 6
NamedEntity-Location: Bundeskabinetts |frequenzy: 6
NamedEntity-Location: Shenzhen |frequenzy: 6
NamedEntity-Location: Bezirken |frequenzy: 6
NamedEntity-Location: rot-rot-grün |frequenzy: 6
NamedEntity-Location: Rachen |frequenzy: 6
NamedEntity-Location: spart Zeit |frequenzy: 6
NamedEntity-Location: Negativzinsen |frequenzy: 6
NamedEntity-Location: Fehlanreize |frequenzy: 6
NamedEntity-Location: CSUPeter Bleser |frequenzy: 6
NamedEntity-Location: Schrottimmobilien |frequenzy: 6
NamedEntity-Location: Arbeitnehmer-Entsendegesetz |frequenzy: 6
NamedEntity-Location: Steuerbürger |frequenzy: 6
NamedEntity-Location: Japaner |frequenzy: 6
NamedEntity-Location: Sorge |frequenzy: 6
NamedEntity-Location: Südthüringer |frequenzy: 6
NamedEntity-Location: Hauptbahnhof |frequenzy: 6
NamedEntity-Location: Parks |frequenzy: 6
NamedEntity-Location: Vorkrisenniveau |frequenzy: 6
NamedEntity-Location: Vorneweg |frequenzy: 6
NamedEntity-Location: Pirmasens |frequenzy: 6
NamedEntity-Location: lange Zeit |frequenzy: 6
NamedEntity-Location: Pols |frequenzy: 6
NamedEntity-Location: Judenhass |frequenzy: 6
NamedEntity-Location: Nirwana |frequenzy: 6
NamedEntity-Location: Orwell |frequenzy: 6
NamedEntity-Location: Mars |frequenzy: 6
NamedEntity-Location: Tunesiens |frequenzy: 6
NamedEntity-Location: Urne |frequenzy: 6
NamedEntity-Location: Immobilienkonzerne |frequenzy: 6
NamedEntity-Location: Fernstraßen |frequenzy: 6
NamedEntity-Location: Teufelskreis |frequenzy: 6
NamedEntity-Location: Paraguay |frequenzy: 6
NamedEntity-Location: Frauenhäusern |frequenzy: 6
NamedEntity-Location: Normandie |frequenzy: 6
NamedEntity-Location: Herr Kühn |frequenzy: 6
NamedEntity-Location: ZaklinNasticDIE LINKEZaklin Nastic |frequenzy: 6
NamedEntity-Location: Zielgrößen |frequenzy: 6
NamedEntity-Location: Mailand |frequenzy: 6
NamedEntity-Location: Bad Schwartau |frequenzy: 6
NamedEntity-Location: Göring-Eckardt |frequenzy: 6
NamedEntity-Location: Solo-Selbstständige |frequenzy: 6
NamedEntity-Location: Ost- |frequenzy: 6
NamedEntity-Location: Datensilos |frequenzy: 6
NamedEntity-Location: Mindesthaltbarkeitsdatum |frequenzy: 6
NamedEntity-Location: Gaststätten |frequenzy: 6
NamedEntity-Location: Versailles |frequenzy: 6
NamedEntity-Location: Herr Schick |frequenzy: 6
NamedEntity-Location: Umsätze |frequenzy: 6
NamedEntity-Location: Täuschen |frequenzy: 6
NamedEntity-Location: Zukunftsvorsorge |frequenzy: 6
NamedEntity-Location: Ossi |frequenzy: 6
NamedEntity-Location: Kürschner |frequenzy: 6
NamedEntity-Location: Beitragsbemessungsgrenze |frequenzy: 6
NamedEntity-Location: Entflechtungsmittel |frequenzy: 6
NamedEntity-Location: horizontal |frequenzy: 6
NamedEntity-Location: Kabinettssitzung |frequenzy: 6
NamedEntity-Location: EU-Kommissar |frequenzy: 6
NamedEntity-Location: Ferkeln |frequenzy: 6
NamedEntity-Location: Langzeitarbeitslose |frequenzy: 6
NamedEntity-Location: Clans |frequenzy: 6
NamedEntity-Location: Guatemala |frequenzy: 6
NamedEntity-Location: Aufenthalt |frequenzy: 6
NamedEntity-Location: Regress |frequenzy: 6
NamedEntity-Location: Kurdistan-Irak |frequenzy: 6
NamedEntity-Location: Friedrichshafen |frequenzy: 6
NamedEntity-Location: Bundeswirtschaftsministers |frequenzy: 6
NamedEntity-Location: Fachkreisen |frequenzy: 6
NamedEntity-Location: Büsche |frequenzy: 6
NamedEntity-Location: Jacke |frequenzy: 6
NamedEntity-Location: Stuttgart  |frequenzy: 6
NamedEntity-Location: Landkreistag |frequenzy: 6
NamedEntity-Location: Esten |frequenzy: 6
NamedEntity-Location: Grün-Schwarz |frequenzy: 6
NamedEntity-Location: Wortbeiträgen |frequenzy: 6
NamedEntity-Location: Zeit |frequenzy: 6
NamedEntity-Location: Darlehens |frequenzy: 6
NamedEntity-Location: Menschenrechtsverteidigern |frequenzy: 6
NamedEntity-Location: ab – |frequenzy: 6
NamedEntity-Location: Gehör |frequenzy: 6
NamedEntity-Location: LandgrafUlrich LangeDr |frequenzy: 6
NamedEntity-Location: Camps |frequenzy: 6
NamedEntity-Location: Algier |frequenzy: 6
NamedEntity-Location: Freital |frequenzy: 6
NamedEntity-Location: EU-Verträgen |frequenzy: 6
NamedEntity-Location: Steuerzahlenden |frequenzy: 6
NamedEntity-Location: Rix |frequenzy: 6
NamedEntity-Location: Murks |frequenzy: 6
NamedEntity-Location: Immobiliensektor |frequenzy: 6
NamedEntity-Location: Rupprecht |frequenzy: 6
NamedEntity-Location: Kleinanleger |frequenzy: 6
NamedEntity-Location: Wismar |frequenzy: 6
NamedEntity-Location: Normandie-Format |frequenzy: 6
NamedEntity-Location: Moskaus |frequenzy: 6
NamedEntity-Location: Post-Shipment-Kontrollen |frequenzy: 6
NamedEntity-Location: Herr Wadephul |frequenzy: 6
NamedEntity-Location: Bundesarchivs |frequenzy: 6
NamedEntity-Location: Endgeräten |frequenzy: 6
NamedEntity-Location: Cyberspace |frequenzy: 6
NamedEntity-Location: Handwerksnovelle |frequenzy: 6
NamedEntity-Location: Stadt München |frequenzy: 6
NamedEntity-Location: ThomasJarzombekCDU |frequenzy: 6
NamedEntity-Location: Selbstverständlich |frequenzy: 6
NamedEntity-Location: Innenräumen |frequenzy: 6
NamedEntity-Location: Mikro |frequenzy: 6
NamedEntity-Location: Verkehrsträger Straße |frequenzy: 6
NamedEntity-Location: BIM |frequenzy: 6
NamedEntity-Location: Nachhaltigkeitswoche |frequenzy: 6
NamedEntity-Location: Desinformationen |frequenzy: 6
NamedEntity-Location: Bemühens |frequenzy: 6
NamedEntity-Location: Franke |frequenzy: 6
NamedEntity-Location: Treibhausgasneutralität |frequenzy: 6
NamedEntity-Location: Covid-19-Virus |frequenzy: 6
NamedEntity-Location: Katastrophenschutz |frequenzy: 6
NamedEntity-Location: Deutsche-Welle-Gesetz |frequenzy: 6
NamedEntity-Location: 1970er- |frequenzy: 6
NamedEntity-Location: Franzose |frequenzy: 6
NamedEntity-Location: Hartz-IV-Familien |frequenzy: 6
NamedEntity-Location: Bundesfamilienministeriums |frequenzy: 6
NamedEntity-Location: Rüstungskontrolle |frequenzy: 6
NamedEntity-Location: Marktwirtschaft |frequenzy: 6
NamedEntity-Location: Somalier |frequenzy: 6
NamedEntity-Location: Minister? |frequenzy: 6
NamedEntity-Location: Gold-Plating |frequenzy: 6
NamedEntity-Location: Koalitionsvertrags |frequenzy: 6
NamedEntity-Location: Europarechts |frequenzy: 6
NamedEntity-Location: Bad Urach |frequenzy: 6
NamedEntity-Location: Rekordzeit |frequenzy: 6
NamedEntity-Location: Lagebericht |frequenzy: 6
NamedEntity-Location: Kontaktbeschränkungen |frequenzy: 6
NamedEntity-Location: Herr Straubinger |frequenzy: 6
NamedEntity-Location: Wohnheimen |frequenzy: 6
NamedEntity-Location: Autolobby |frequenzy: 6
NamedEntity-Location: Gutsherrenart |frequenzy: 6
NamedEntity-Location: Leitsatz |frequenzy: 6
NamedEntity-Location: Bitterfeld |frequenzy: 6
NamedEntity-Location: Verantwortungsgefühl |frequenzy: 6
NamedEntity-Location: Baschir |frequenzy: 6
NamedEntity-Location: Bundesregierung – |frequenzy: 6
NamedEntity-Location: Irlands |frequenzy: 6
NamedEntity-Location: Heime |frequenzy: 6
NamedEntity-Location: Betriebsrenten |frequenzy: 6
NamedEntity-Location: Rechtsprechungen |frequenzy: 6
NamedEntity-Location: Quartiersansatz |frequenzy: 6
NamedEntity-Location: Wohnungsbestand |frequenzy: 6
NamedEntity-Location: Privatisierungen |frequenzy: 6
NamedEntity-Location: Herr Kollege Daldrup |frequenzy: 6
NamedEntity-Location: Geschlechtervielfalt |frequenzy: 6
NamedEntity-Location: UN-Menschenrechtscharta |frequenzy: 6
NamedEntity-Location: EU-Richtlinie |frequenzy: 6
NamedEntity-Location: Befassen |frequenzy: 6
NamedEntity-Location: Gender-Mainstreaming |frequenzy: 6
NamedEntity-Location: Bundessicherheitsbehörden |frequenzy: 6
NamedEntity-Location: Torgau |frequenzy: 6
NamedEntity-Location: Nahrungskette |frequenzy: 6
NamedEntity-Location: Duisburg-Marxloh |frequenzy: 6
NamedEntity-Location: Westjordanland |frequenzy: 6
NamedEntity-Location: Uniklinik |frequenzy: 6
NamedEntity-Location: Schutzniveau |frequenzy: 6
NamedEntity-Location: Datenschutzgründen |frequenzy: 6
NamedEntity-Location: Japans |frequenzy: 6
NamedEntity-Location: Norditalien |frequenzy: 6
NamedEntity-Location: Entnahmekrankenhäusern |frequenzy: 6
NamedEntity-Location: Jülich |frequenzy: 6
NamedEntity-Location: Plastikmüll |frequenzy: 6
NamedEntity-Location: Arbeitnehmerseite |frequenzy: 6
NamedEntity-Location: Bundeskanzleramt |frequenzy: 6
NamedEntity-Location: EU-Durchschnitt |frequenzy: 6
NamedEntity-Location: Detailfragen |frequenzy: 6
NamedEntity-Location: Zuschüssen |frequenzy: 6
NamedEntity-Location: Schienenstrecken |frequenzy: 6
NamedEntity-Location: libyschen Küste |frequenzy: 6
NamedEntity-Location: Schlimmes |frequenzy: 6
NamedEntity-Location: Breitband |frequenzy: 6
NamedEntity-Location: Jahresumsatzes |frequenzy: 6
NamedEntity-Location: Niedrigsteuerländer |frequenzy: 6
NamedEntity-Location: Mölln |frequenzy: 6
NamedEntity-Location: Hoyerswerda |frequenzy: 6
NamedEntity-Location: Gewahrsam |frequenzy: 6
NamedEntity-Location: Wirtschaftens |frequenzy: 6
NamedEntity-Location: Landtagsabgeordneter |frequenzy: 6
NamedEntity-Location: Land Rheinland-Pfalz |frequenzy: 6
NamedEntity-Location: Automobilherstellern |frequenzy: 6
NamedEntity-Location: Bilger |frequenzy: 6
NamedEntity-Location: Beratern |frequenzy: 6
NamedEntity-Location: russischen Grenze |frequenzy: 6
NamedEntity-Location: Interessenausgleichs |frequenzy: 6
NamedEntity-Location: Traditionserlass |frequenzy: 6
NamedEntity-Location: vielem |frequenzy: 6
NamedEntity-Location: Grundsatz |frequenzy: 6
NamedEntity-Location: traue |frequenzy: 6
NamedEntity-Location: Mülheim |frequenzy: 6
NamedEntity-Location: Ausstiegs |frequenzy: 6
NamedEntity-Location: Sitzungswochen |frequenzy: 6
NamedEntity-Location: Osteuropas |frequenzy: 6
NamedEntity-Location: Notfällen |frequenzy: 6
NamedEntity-Location: gebracht – |frequenzy: 6
NamedEntity-Location: Coronatests |frequenzy: 6
NamedEntity-Location: Marktversagen |frequenzy: 6
NamedEntity-Location: Silberhorn |frequenzy: 6
NamedEntity-Location: Wohlfahrtsverbänden |frequenzy: 6
NamedEntity-Location: Fachkräften |frequenzy: 6
NamedEntity-Location: BAföG-Bericht |frequenzy: 6
NamedEntity-Location: Vergegenwärtigen |frequenzy: 6
NamedEntity-Location: somalischen Küste |frequenzy: 6
NamedEntity-Location: Vergewaltigungen |frequenzy: 6
NamedEntity-Location: Corona-Shutdown |frequenzy: 6
NamedEntity-Location: KfW  |frequenzy: 6
NamedEntity-Location: Bundestages |frequenzy: 6
NamedEntity-Location: Ullmann |frequenzy: 6
NamedEntity-Location: uns |frequenzy: 6
NamedEntity-Location: Wasserhahn |frequenzy: 6
NamedEntity-Location: Katzentisch |frequenzy: 6
NamedEntity-Location: Mittelständlern |frequenzy: 6
NamedEntity-Location: Halbzeitbilanz |frequenzy: 6
NamedEntity-Location: Aufschwungs |frequenzy: 6
NamedEntity-Location: JohannesSelleCDU |frequenzy: 6
NamedEntity-Location: Spreewald |frequenzy: 6
NamedEntity-Location: Guinea |frequenzy: 6
NamedEntity-Location: Movassat |frequenzy: 6
NamedEntity-Location: Innovationsklausel |frequenzy: 6
NamedEntity-Location: diskutabel |frequenzy: 6
NamedEntity-Location: Green Deal |frequenzy: 6
NamedEntity-Location: Tempelhofer Feld |frequenzy: 6
NamedEntity-Location: FDP Sie |frequenzy: 6
NamedEntity-Location: Wollmilchsau |frequenzy: 6
NamedEntity-Location: Nordkreuz |frequenzy: 6
NamedEntity-Location: Kluges |frequenzy: 6
NamedEntity-Location: Staatsanleihen |frequenzy: 6
NamedEntity-Location: Elsass |frequenzy: 6
NamedEntity-Location: Nuklearwaffen |frequenzy: 6
NamedEntity-Location: Globale |frequenzy: 6
NamedEntity-Location: Zukunftsinvestitionen |frequenzy: 6
NamedEntity-Location: Durchhaltevermögen |frequenzy: 6
NamedEntity-Location: Wolfs |frequenzy: 6
NamedEntity-Location: Hunderte |frequenzy: 6
NamedEntity-Location: Taten |frequenzy: 6
NamedEntity-Location: Kennzeichnungen |frequenzy: 5
NamedEntity-Location: Demirtas |frequenzy: 5
NamedEntity-Location: Arbeitsplatzsuche |frequenzy: 5
NamedEntity-Location: Homburg |frequenzy: 5
NamedEntity-Location: Kernkraftwerken |frequenzy: 5
NamedEntity-Location: Hauptursache |frequenzy: 5
NamedEntity-Location: Breitscheidplatzes |frequenzy: 5
NamedEntity-Location: Jubelstürme |frequenzy: 5
NamedEntity-Location: Deutsche Patent- und Markenamt |frequenzy: 5
NamedEntity-Location: Wahlhelfer |frequenzy: 5
NamedEntity-Location: Kinderschutzbund |frequenzy: 5
NamedEntity-Location: CSUJosef |frequenzy: 5
NamedEntity-Location: Gläubigen |frequenzy: 5
NamedEntity-Location: Zusammenwachsens |frequenzy: 5
NamedEntity-Location: Sachfragen |frequenzy: 5
NamedEntity-Location: Herr Nolte |frequenzy: 5
NamedEntity-Location: Detmold |frequenzy: 5
NamedEntity-Location: Agrarwende |frequenzy: 5
NamedEntity-Location: Nation |frequenzy: 5
NamedEntity-Location: Verantwortungsbewusstsein |frequenzy: 5
NamedEntity-Location: Bergisch-Gladbach |frequenzy: 5
NamedEntity-Location: Südafrikas |frequenzy: 5
NamedEntity-Location: Schulstarterpaket |frequenzy: 5
NamedEntity-Location: Konya |frequenzy: 5
NamedEntity-Location: Gauck |frequenzy: 5
NamedEntity-Location: Einwohnerinnen |frequenzy: 5
NamedEntity-Location: Austrittsabkommens |frequenzy: 5
NamedEntity-Location: Kollegin Höchst |frequenzy: 5
NamedEntity-Location: Altstadt |frequenzy: 5
NamedEntity-Location: Fazit |frequenzy: 5
NamedEntity-Location: Wette |frequenzy: 5
NamedEntity-Location: BärbelBasSPDBärbel Bas |frequenzy: 5
NamedEntity-Location: Bahnhof Südkreuz |frequenzy: 5
NamedEntity-Location: West-Berlin |frequenzy: 5
NamedEntity-Location: Gedenkstätte Hohenschönhausen |frequenzy: 5
NamedEntity-Location: Kontrollgremien |frequenzy: 5
NamedEntity-Location: Dispo |frequenzy: 5
NamedEntity-Location: Tauschens |frequenzy: 5
NamedEntity-Location: BVerfG |frequenzy: 5
NamedEntity-Location: viertens |frequenzy: 5
NamedEntity-Location: Long Covid |frequenzy: 5
NamedEntity-Location: Autokratie |frequenzy: 5
NamedEntity-Location: Bundesrechnungshofbericht |frequenzy: 5
NamedEntity-Location: Binden |frequenzy: 5
NamedEntity-Location: Fußfessel |frequenzy: 5
NamedEntity-Location: Duisburger |frequenzy: 5
NamedEntity-Location: Oberschwaben |frequenzy: 5
NamedEntity-Location: Upload-Filter |frequenzy: 5
NamedEntity-Location: Wissenschaftlern |frequenzy: 5
NamedEntity-Location: Sofortprogramm |frequenzy: 5
NamedEntity-Location: Delle |frequenzy: 5
NamedEntity-Location: Zentralasien |frequenzy: 5
NamedEntity-Location: Flächenland |frequenzy: 5
NamedEntity-Location: Ecki |frequenzy: 5
NamedEntity-Location: Baustoffen |frequenzy: 5
NamedEntity-Location: Thinktanks |frequenzy: 5
NamedEntity-Location: Kleinunternehmer |frequenzy: 5
NamedEntity-Location: Uni |frequenzy: 5
NamedEntity-Location: Hartz‑IV-Empfänger |frequenzy: 5
NamedEntity-Location: Ackerfurche |frequenzy: 5
NamedEntity-Location: Verbraucherpreise |frequenzy: 5
NamedEntity-Location: Atalanta |frequenzy: 5
NamedEntity-Location: Gremien |frequenzy: 5
NamedEntity-Location: VolkerKauderCDU |frequenzy: 5
NamedEntity-Location: MVZ |frequenzy: 5
NamedEntity-Location: Wasserstofftechnologien |frequenzy: 5
NamedEntity-Location: israelischen Regierung |frequenzy: 5
NamedEntity-Location: Brüderle |frequenzy: 5
NamedEntity-Location: Wortsinne |frequenzy: 5
NamedEntity-Location: Datenautobahn |frequenzy: 5
NamedEntity-Location: Ausbildungsgeldes |frequenzy: 5
NamedEntity-Location: erfassen |frequenzy: 5
NamedEntity-Location: Grenzsteuersatz |frequenzy: 5
NamedEntity-Location: Celle |frequenzy: 5
NamedEntity-Location: Verfassungsbeschwerden |frequenzy: 5
NamedEntity-Location: Juncker-Kommission |frequenzy: 5
NamedEntity-Location: Wohnungsbau |frequenzy: 5
NamedEntity-Location: Putins |frequenzy: 5
NamedEntity-Location: Mieterbund |frequenzy: 5
NamedEntity-Location: Karfreitagsabkommens |frequenzy: 5
NamedEntity-Location: Mühe |frequenzy: 5
NamedEntity-Location: Singen |frequenzy: 5
NamedEntity-Location: Alternativen |frequenzy: 5
NamedEntity-Location: Plenarsaals |frequenzy: 5
NamedEntity-Location: Promillebereich |frequenzy: 5
NamedEntity-Location: Lern-Buddys |frequenzy: 5
NamedEntity-Location: Handelsverträgen |frequenzy: 5
NamedEntity-Location: Geringverdienern |frequenzy: 5
NamedEntity-Location: Freelancern |frequenzy: 5
NamedEntity-Location: Dschandschawid-Milizen |frequenzy: 5
NamedEntity-Location: Argen |frequenzy: 5
NamedEntity-Location: Text- |frequenzy: 5
NamedEntity-Location: Pflegepersonals |frequenzy: 5
NamedEntity-Location: Libanons |frequenzy: 5
NamedEntity-Location: Wiederholungsfall |frequenzy: 5
